Case ID,Activity,Resource,Complete Timestamp,(case) caseStatus,(case) case_type,(case) last_phase,(case) requestComplete,activityNameEN,activityNameNL,concept:name,dateFinished,lifecycle:transition,monitoringResource,question
421,78,1,8626,0,0,6,1,5,9,78,590,0,1,411
245,31,13,20175,0,0,16,1,116,115,31,2037,0,15,411
1099,68,13,2642,1,0,6,1,219,82,68,3038,0,13,411
485,50,15,10233,1,0,7,1,258,110,50,821,0,15,409
156,88,15,12042,0,0,23,1,149,126,88,1071,0,20,409
196,27,9,17233,0,0,23,1,151,120,27,2096,0,2,409
643,138,6,3014,1,0,6,1,272,32,138,2931,0,7,409
228,30,4,18713,0,0,8,1,91,193,30,2690,0,1,409
749,44,4,9785,0,0,6,1,202,230,44,453,0,15,409
509,40,13,17519,1,0,1,1,183,227,40,1848,0,13,411
1079,27,8,23102,1,0,6,1,151,120,27,2585,0,9,409
793,118,13,17835,0,0,6,0,65,72,118,1893,0,13,411
1089,248,13,2642,1,0,6,0,206,26,248,3038,0,13,411
514,44,4,11424,0,0,23,1,202,230,44,989,0,15,41
1139,43,4,6090,1,0,6,1,46,225,43,3534,0,13,411
31,51,5,7572,0,0,23,1,5,9,51,3583,0,4,411
330,31,4,22733,1,0,23,1,116,115,31,2767,0,4,411
811,115,13,18291,0,0,6,1,18,267,115,1957,0,13,411
142,31,4,12011,0,0,23,1,116,115,31,713,0,4,411
1098,28,18,3060,0,0,1,1,214,272,28,2939,0,13,417
421,295,4,12680,0,0,6,1,182,94,295,709,0,1,409
729,252,13,8694,1,0,6,0,107,197,252,992,0,13,409
925,44,4,6616,1,0,6,0,202,230,44,3718,0,13,409
900,124,1,635,0,0,24,0,261,68,124,176,0,1,411
993,87,6,15786,1,0,6,1,17,161,87,1555,0,8,409
1159,43,4,7344,1,0,6,1,46,225,43,3820,0,4,411
967,116,1,13085,0,0,24,0,58,20,116,1253,0,1,409
440,30,8,449,1,0,6,1,91,193,30,146,0,15,409
294,118,13,22221,0,0,23,1,120,154,118,2578,0,13,409
449,289,13,8367,0,0,23,0,206,26,289,540,0,13,411
973,189,1,10317,1,0,4,0,239,7,189,837,0,1,409
269,33,15,20600,0,0,23,1,128,1,33,2367,0,15,409
267,81,15,21433,0,0,23,1,180,219,81,2522,0,15,411
260,113,6,22351,0,0,23,1,163,142,113,2705,0,20,409
1127,63,21,7511,1,0,6,1,152,121,63,3566,0,13,409
51,34,8,6293,0,0,23,1,205,254,34,3669,0,10,417
866,75,15,22296,1,0,6,1,281,55,75,2688,0,15,409
676,30,4,2460,0,0,6,1,91,193,30,3011,0,13,409
790,55,13,16722,0,0,6,1,180,219,55,1696,0,13,411
1126,89,21,6644,1,0,6,1,123,282,89,3726,0,13,411
113,30,4,9425,0,0,23,1,91,193,30,2005,0,10,409
508,119,6,4056,1,0,6,1,195,242,119,2989,0,7,409
186,234,15,3081,1,0,23,1,263,262,234,3109,0,15,411
469,40,4,9929,1,0,23,0,183,227,40,472,0,15,417
49,55,5,7061,0,0,23,1,7,29,55,3783,0,4,417
1104,135,8,3740,1,0,6,1,198,235,135,3198,0,13,400
871,36,8,23922,1,0,6,0,45,220,36,2628,0,15,411
930,63,4,1838,1,0,17,1,152,121,63,20,0,19,409
723,28,8,2219,1,0,6,1,214,272,28,64,0,9,417
981,137,8,17171,0,0,6,1,52,41,137,1498,0,8,417
307,183,8,21288,0,0,1,1,12,27,183,2490,0,1,417
1023,249,13,18375,1,0,6,0,268,261,249,1970,0,13,400
1038,29,4,17750,1,0,6,1,214,272,29,1876,0,13,409
467,226,13,11409,0,0,23,1,29,33,226,987,0,13,409
155,78,15,14732,0,0,23,1,5,9,78,1464,0,15,411
719,123,10,8708,1,0,11,0,225,171,123,602,0,11,409
935,24,8,19686,0,0,8,0,158,132,24,2206,0,9,409
563,116,15,16781,0,0,7,1,58,20,116,1705,0,2,409
798,169,10,5785,0,0,24,0,155,149,169,3266,0,11,409
163,34,6,13633,0,0,23,1,205,254,34,1337,0,10,411
651,55,15,2992,0,0,6,1,180,219,55,2928,0,15,411
536,30,4,13365,1,0,7,1,91,193,30,1292,0,15,409
594,63,1,15148,0,0,24,1,152,121,63,1184,0,1,409
518,44,4,11784,1,0,6,1,202,230,44,1052,0,14,125
519,124,6,14458,0,0,23,1,195,242,124,1349,0,7,409
716,35,1,6478,0,0,16,1,239,7,35,3695,0,1,409
805,89,6,18951,1,0,6,1,123,282,89,1805,0,8,411
55,29,4,6317,0,0,16,1,214,272,29,3338,0,4,409
795,110,4,4325,0,0,24,0,164,140,110,3326,0,11,409
913,23,8,19689,1,0,8,1,238,167,23,2206,0,9,409
90,68,13,1703,0,0,1,1,206,26,68,329,0,4,411
515,32,9,11737,0,0,6,1,125,0,32,1447,0,15,417
627,128,13,23820,1,0,6,1,257,112,128,2613,0,13,409
419,118,15,9552,0,0,23,1,120,154,118,416,0,13,409
103,87,15,15675,1,0,23,1,17,161,87,1540,0,15,409
862,285,15,22611,1,0,6,1,14,38,285,2748,0,15,411
1022,372,13,19758,1,0,6,0,27,90,372,2218,0,13,411
944,135,8,9517,1,0,8,1,198,235,135,407,0,9,400
512,285,15,14603,0,0,7,1,14,38,285,1451,0,15,411
58,285,5,12633,0,0,23,1,14,38,285,2510,0,10,411
142,68,15,13324,0,0,23,1,206,26,68,1281,0,4,417
682,142,6,3670,0,0,6,1,94,184,142,3194,0,7,409
1131,44,4,4755,1,0,4,0,202,230,44,3401,0,11,409
703,124,6,2711,1,0,6,0,261,68,124,3057,0,7,411
280,30,5,22124,0,0,2,1,91,193,30,2312,0,4,409
1054,130,8,23687,1,0,6,0,159,128,130,2910,0,13,409
544,75,13,19091,0,0,6,1,281,55,75,2111,0,13,409
907,44,4,5648,1,0,24,1,202,230,44,3233,0,13,409
100,37,5,9105,0,0,23,1,221,221,37,638,0,10,409
250,25,9,18456,1,0,23,1,200,229,25,2044,0,15,409
233,147,6,18394,0,0,23,1,119,158,147,1979,0,7,409
919,248,13,505,0,0,7,1,206,26,248,156,0,13,417
627,325,13,23813,1,0,6,1,264,14,325,2611,0,13,411
22,87,6,4906,1,0,23,1,17,161,87,3376,0,4,409
308,138,6,3145,1,0,23,0,272,32,138,3113,0,7,409
778,285,13,2711,1,0,6,1,14,38,285,3057,0,13,411
1001,30,4,14862,1,0,6,1,91,193,30,1138,0,13,409
375,319,7,14327,1,0,7,1,113,114,319,1406,0,8,411
766,76,15,14104,0,0,6,1,22,107,76,1379,0,15,409
570,121,13,19373,0,0,6,1,120,154,121,2163,0,13,409
172,285,6,13654,0,0,23,1,14,38,285,1338,0,10,411
1049,36,8,19103,1,0,8,1,45,220,36,2117,0,9,411
841,143,6,21203,1,0,6,0,160,129,143,2475,0,7,409
1099,285,13,2642,1,0,6,1,14,38,285,3038,0,13,411
1139,123,8,8221,1,0,6,1,225,171,123,515,0,13,409
1115,138,8,6644,1,0,6,1,272,32,138,3726,0,13,409
655,25,4,24030,1,0,6,1,200,229,25,2683,0,4,409
194,116,15,15599,0,0,23,1,58,20,116,1528,0,20,409
40,231,15,11649,0,0,23,1,97,187,231,322,0,4,409
228,196,1,20541,0,0,8,1,271,40,196,2690,0,1,411
1170,36,4,308,1,0,6,1,45,220,36,129,0,13,411
902,118,13,7878,0,0,24,0,65,72,118,3630,0,13,411
531,33,15,14501,1,0,7,1,128,1,33,1434,0,15,409
839,336,13,20861,0,0,6,1,98,183,336,2421,0,13,409
111,118,13,12262,1,0,23,1,120,154,118,1091,0,9,409
674,118,13,3733,0,0,6,1,65,72,118,3188,0,13,411
441,100,15,15429,1,0,6,1,157,136,100,1469,0,2,409
423,148,6,8466,1,0,23,1,83,248,148,447,0,7,409
1031,43,18,18711,0,0,24,1,46,225,43,1773,0,19,411
458,248,13,10389,1,0,8,0,206,26,248,846,0,11,417
1054,143,8,23687,1,0,6,0,160,129,143,2910,0,13,409
974,249,13,12939,1,0,6,0,268,261,249,1104,0,13,400
755,27,8,9228,1,0,6,1,151,120,27,658,0,15,409
226,119,6,18801,1,0,23,1,195,242,119,1786,0,2,409
771,253,13,15206,0,0,18,0,154,122,253,1188,0,13,409
274,68,3,20025,0,0,23,1,219,82,68,2258,0,3,411
656,88,15,3043,0,0,6,1,149,126,88,2936,0,2,409
64,32,5,1963,0,0,23,1,12,27,32,354,0,4,417
575,124,15,19697,0,0,6,1,261,68,124,2207,0,15,411
1027,88,13,19160,1,0,6,0,149,126,88,2125,0,13,409
867,27,8,21475,0,0,24,1,151,120,27,2530,0,9,409
1049,49,13,20782,1,0,8,1,258,110,49,2402,0,13,409
412,87,15,60,0,0,23,1,17,161,87,89,0,15,409
1177,43,4,760,1,0,1,1,46,225,43,193,0,13,411
799,35,15,16923,1,0,6,1,239,7,35,1492,0,15,409
545,185,4,14587,1,0,7,1,205,254,185,1449,0,13,417
776,185,4,9421,1,0,24,1,205,254,185,684,0,11,411
489,227,15,12958,0,0,7,1,97,187,227,1233,0,15,409
916,81,6,6833,1,0,6,1,180,219,81,3751,0,8,411
87,27,4,549,0,0,16,1,151,120,27,166,0,9,409
789,35,4,14959,1,0,6,0,239,7,35,1153,0,15,409
748,115,4,8419,0,0,24,1,18,267,115,551,0,19,411
725,63,13,1099,0,0,6,1,152,121,63,256,0,13,409
746,49,13,11028,1,0,6,1,258,110,49,933,0,13,409
1024,200,8,6774,0,0,18,0,173,145,200,3543,0,13,409
1066,325,13,23414,1,0,6,0,264,14,325,2869,0,13,411
763,123,6,18951,1,0,6,1,225,171,123,1805,0,7,409
213,25,5,16112,0,0,16,1,200,229,25,2120,0,5,409
387,289,15,1532,0,0,23,1,206,26,289,308,0,15,417
1101,115,6,2620,1,0,6,1,18,267,115,3034,0,9,411
1121,81,21,7463,1,0,6,0,180,219,81,3561,0,13,411
854,48,13,21511,1,0,6,1,280,56,48,2535,0,13,409
692,248,15,6814,0,0,6,1,206,26,248,3747,0,13,417
1003,130,13,20447,1,0,6,0,159,128,130,2110,0,13,409
857,137,8,6736,1,0,8,0,52,41,137,3740,0,9,417
1121,325,21,7463,1,0,6,0,264,14,325,3561,0,13,411
62,69,6,6869,1,0,23,1,152,121,69,3756,0,2,409
296,73,15,21623,0,0,23,0,281,55,73,2546,0,15,409
1159,25,4,7013,1,0,6,1,200,229,25,3820,0,4,409
306,254,4,2375,0,0,15,0,189,28,254,3000,0,4,417
571,116,15,18936,0,0,6,1,58,20,116,1804,0,2,409
301,118,15,23018,0,0,23,1,120,154,118,2805,0,15,409
697,36,4,4662,0,0,24,1,45,220,36,3382,0,11,411
41,27,6,3463,0,0,23,1,151,120,27,3170,0,2,409
691,171,8,4454,1,0,6,1,116,115,171,3692,0,9,411
748,137,4,8425,0,0,24,1,52,41,137,552,0,19,417
554,55,13,18695,0,0,2,1,180,219,55,1768,0,13,411
771,171,4,10981,0,0,18,0,116,115,171,923,0,13,411
624,139,6,2985,1,0,6,0,95,186,139,2927,0,7,409
49,32,5,7057,0,0,23,1,12,27,32,3783,0,4,417
552,285,15,19069,0,0,6,0,14,38,285,2112,0,15,411
185,29,15,16229,1,0,23,1,214,272,29,1476,0,9,409
1026,248,4,17750,0,0,24,1,206,26,248,1876,0,18,417
1066,135,6,23603,1,0,6,0,198,235,135,2904,0,13,400
1001,118,13,16351,1,0,6,1,65,72,118,1631,0,13,411
426,289,15,7099,0,0,23,1,206,26,289,3791,0,15,417
120,231,13,11235,0,0,5,1,97,187,231,964,0,9,409
1166,88,4,1036,1,0,6,1,149,126,88,243,0,9,409
1035,253,13,19103,0,0,12,0,154,122,253,2117,0,13,409
1127,35,4,4583,1,0,6,1,239,7,35,3366,0,13,409
1007,130,13,20362,1,0,6,0,159,128,130,2083,0,13,409
420,285,13,11151,0,0,23,1,14,38,285,952,0,13,411
690,185,4,3514,1,0,6,0,205,254,185,139,0,13,417
1081,135,8,2720,1,0,6,1,198,235,135,3058,0,9,400
91,25,4,173,0,0,1,1,200,229,25,196,0,4,409
1137,44,18,5277,1,0,6,1,202,230,44,3478,0,13,409
486,131,6,14798,1,0,23,1,162,131,131,1127,0,2,409
1178,228,8,9548,1,0,20,1,242,179,228,411,0,13,409
848,81,13,21511,0,0,6,0,180,219,81,2535,0,13,411
744,30,6,9630,0,0,12,0,91,193,30,468,0,13,409
693,140,6,12841,0,0,6,0,241,174,140,798,0,7,409
897,63,13,2291,1,0,8,0,152,121,63,82,0,13,409
886,115,15,2711,0,0,6,1,18,267,115,3057,0,15,411
669,142,6,3571,1,0,10,1,94,184,142,3178,0,7,409
208,119,6,17940,1,0,23,1,195,242,119,1906,0,2,409
1084,141,8,2642,0,0,6,1,95,186,141,3038,0,9,409
779,325,13,16346,1,0,6,0,264,14,325,1630,0,13,411
856,171,4,20647,0,0,24,1,116,115,171,2371,0,19,411
754,123,6,15083,0,0,6,1,225,171,123,1180,0,2,409
46,196,5,7049,0,0,23,1,271,40,196,3782,0,4,411
1198,28,22,9242,1,0,1,1,214,272,28,661,0,7,417
905,343,13,4669,1,0,6,1,278,49,343,3390,0,13,409
1040,248,13,20056,1,0,6,0,206,26,248,2262,0,13,411
890,75,13,5276,1,0,24,0,281,55,75,3477,0,13,409
371,183,4,5490,0,0,1,0,12,27,183,3220,0,4,417
1091,141,8,3505,1,0,8,1,95,186,141,3176,0,9,409
193,50,15,17975,1,0,23,1,258,110,50,1918,0,15,409
177,46,1,4090,0,0,7,1,280,56,46,3210,0,1,409
1103,48,21,3505,1,0,12,0,280,56,48,3176,0,13,409
774,27,9,11377,0,0,12,0,151,120,27,975,0,10,409
344,183,13,5352,1,0,23,1,12,27,183,3489,0,4,417
460,37,9,8791,0,0,16,1,221,221,37,386,0,8,409
60,37,5,9846,0,0,23,1,221,221,37,462,0,10,409
47,30,4,7350,0,0,1,1,91,193,30,2094,0,4,409
230,55,15,21134,0,0,23,0,180,219,55,2466,0,15,411
940,185,4,505,1,0,8,1,205,254,185,156,0,13,417
227,119,6,17940,0,0,23,1,195,242,119,1907,0,7,409
905,325,13,4669,1,0,6,1,264,14,325,3390,0,13,417
1181,131,4,1592,1,0,6,1,162,131,131,315,0,4,409
855,141,6,23497,1,0,6,1,95,186,141,2890,0,7,409
121,85,13,12124,0,0,23,1,221,221,85,1077,0,10,409
494,32,8,12409,1,0,23,1,125,0,32,742,0,15,411
372,183,15,5625,0,0,23,1,12,27,183,3231,0,4,417
62,31,6,6854,1,0,23,1,116,115,31,3755,0,10,411
967,66,1,13085,0,0,24,0,181,222,66,1253,0,1,411
788,36,9,14972,0,0,6,1,45,220,36,1158,0,13,411
890,171,9,4002,1,0,24,0,116,115,171,2978,0,15,411
558,28,8,15859,0,0,6,1,214,272,28,1570,0,13,417
938,44,4,505,1,0,8,0,202,230,44,156,0,13,409
232,138,7,5881,1,0,23,1,272,32,138,3273,0,8,409
1173,117,21,9193,1,0,6,1,235,180,117,653,0,13,409
668,121,15,2790,1,0,6,1,120,154,121,3071,0,15,409
719,135,10,8727,1,0,11,0,198,235,135,602,0,11,400
635,198,4,23141,0,0,24,1,84,181,198,2829,0,11,274
1115,115,21,6629,1,0,6,1,18,267,115,3721,0,13,411
523,115,4,12189,0,0,8,1,18,267,115,1089,0,18,411
697,81,10,5164,0,0,24,1,180,219,81,3459,0,11,411
223,78,3,18156,0,0,16,1,5,9,78,1935,0,3,411
165,37,15,16795,0,0,23,1,221,221,37,1483,0,9,409
212,87,13,19636,0,0,23,1,17,161,87,2199,0,15,409
704,142,6,405,1,0,6,1,94,184,142,131,0,7,409
1120,88,21,7463,1,0,6,1,149,126,88,3561,0,13,409
1187,285,4,9242,1,0,6,1,14,38,285,661,0,4,411
1174,248,6,8711,0,0,12,0,206,26,248,597,0,13,411
932,119,6,11356,1,0,6,0,195,242,119,935,0,8,409
1054,372,13,23414,1,0,6,0,27,90,372,2869,0,13,411
44,42,4,6037,0,0,23,1,203,231,42,3669,0,10,409
1171,40,4,308,1,0,6,1,183,227,40,129,0,13,417
219,46,3,19992,1,0,23,1,280,56,46,2251,0,3,409
1122,47,21,7511,1,0,6,1,47,109,47,3566,0,13,411
946,36,4,9471,0,0,1,1,45,220,36,400,0,13,411
490,88,15,12577,1,0,23,1,149,126,88,767,0,2,409
1164,43,8,2214,1,0,6,1,46,225,43,63,0,9,411
1046,96,4,19675,0,0,24,1,16,59,96,2203,0,19,411
670,68,13,4239,1,0,6,1,219,82,68,3314,0,13,411
739,130,13,16421,1,0,6,0,159,128,130,1645,0,13,409
256,147,6,3607,0,0,23,0,119,158,147,2943,0,7,409
264,55,13,22202,0,0,16,0,180,219,55,2577,0,13,411
766,137,6,14196,0,0,6,1,52,41,137,1393,0,7,417
1037,30,18,17513,1,0,6,1,91,193,30,1845,0,13,409
877,118,13,6411,1,0,24,0,65,72,118,3684,0,13,411
846,137,6,23101,0,0,6,0,52,41,137,2584,0,7,417
955,99,21,1757,1,0,15,0,118,157,99,338,0,13,409
347,44,4,2897,0,0,1,0,202,230,44,2969,0,4,247
719,146,10,8727,1,0,11,0,46,225,146,602,0,11,411
1177,35,4,760,1,0,1,1,239,7,35,193,0,13,409
1158,29,4,7344,1,0,6,1,214,272,29,3820,0,4,409
192,116,4,17936,0,0,7,1,58,20,116,1911,0,1,409
503,78,4,10770,0,0,24,0,5,9,78,895,0,11,411
1069,171,4,22122,0,0,24,1,116,115,171,2335,0,4,411
813,325,13,17779,0,0,6,1,264,14,325,1880,0,13,411
1110,36,4,3114,1,0,14,1,45,220,36,3111,0,8,411
370,289,13,6459,0,0,23,1,206,26,289,3691,0,13,417
783,325,15,15846,1,0,6,1,264,14,325,1567,0,15,417
65,119,6,18801,0,0,23,1,195,242,119,1787,0,2,409
425,325,15,443,1,0,23,1,264,14,325,145,0,15,411
571,144,6,18082,0,0,6,1,60,91,144,1840,0,7,409
902,255,4,6772,0,0,24,0,90,252,255,3542,0,13,366
418,148,6,9864,1,0,23,1,83,248,148,349,0,7,409
466,289,15,8230,0,0,23,1,206,26,289,519,0,15,417
131,87,15,11683,0,0,23,1,17,161,87,1038,0,10,409
917,23,8,19690,1,0,8,0,238,167,23,2206,0,9,409
732,128,13,10098,1,0,6,1,257,112,128,702,0,13,409
2,30,0,4586,0,0,23,1,91,193,30,3515,0,10,409
399,55,13,10360,0,0,15,1,180,219,55,842,0,13,411
1022,140,8,20093,1,0,6,0,241,174,140,2267,0,9,409
1040,43,18,17873,1,0,6,0,46,225,43,1905,0,13,411
1096,55,21,3577,1,0,8,1,180,219,55,3184,0,13,411
942,255,13,10216,1,0,6,0,90,252,255,820,0,13,76
636,142,6,4666,1,0,6,0,94,184,142,3384,0,7,409
1171,138,8,9242,1,0,6,1,272,32,138,661,0,13,409
304,34,4,20934,0,0,23,1,205,254,34,2445,0,15,417
313,148,4,24029,0,0,23,1,83,248,148,2543,0,4,409
869,44,4,21704,0,0,6,1,202,230,44,2551,0,15,409
985,248,13,17171,1,0,6,0,206,26,248,1498,0,13,411
97,27,9,1383,1,0,23,1,151,120,27,290,0,2,409
775,331,15,2711,1,0,6,0,81,239,331,3057,0,15,330
1036,186,4,18798,1,0,6,0,2,4,186,1780,0,13,411
680,88,15,5399,0,0,6,1,149,126,88,3616,0,15,409
871,171,8,23922,1,0,6,0,116,115,171,2628,0,15,411
404,55,13,7338,0,0,21,0,180,219,55,3819,0,13,411
135,55,15,15525,1,0,23,1,180,219,55,1524,0,15,411
870,68,15,2512,0,0,6,1,219,82,68,3017,0,7,411
44,88,6,16460,0,0,23,1,149,126,88,1650,0,2,409
909,138,8,6626,1,0,24,1,272,32,138,3720,0,9,409
311,25,4,20062,0,0,23,1,200,229,25,2550,0,4,409
592,248,13,19719,0,0,6,1,206,26,248,2223,0,13,417
387,32,15,1527,0,0,23,1,125,0,32,308,0,4,417
1035,271,13,19103,0,0,12,0,169,134,271,2117,0,13,409
960,137,8,10795,1,0,8,1,52,41,137,896,0,9,417
480,113,6,14826,1,0,7,1,163,142,113,1132,0,2,409
1000,258,4,17750,1,0,6,0,215,75,258,1876,0,13,411
490,44,4,8843,1,0,23,1,202,230,44,606,0,13,368
314,51,13,2548,1,0,7,0,5,9,51,3106,0,1,411
1068,119,8,23354,1,0,6,1,195,242,119,2860,0,13,409
1059,115,8,2642,1,0,6,1,18,267,115,3038,0,9,411
930,167,4,12598,1,0,17,1,247,257,167,771,0,20,409
980,55,13,10795,1,0,6,1,180,219,55,896,0,13,411
401,115,15,788,0,0,23,1,18,267,115,1,0,15,411
631,168,4,16988,0,0,24,1,153,150,168,1713,0,4,409
652,30,4,23992,0,0,6,1,91,193,30,2648,0,15,409
347,280,7,3487,0,0,1,0,68,70,280,3173,0,8,409
438,148,4,7962,0,0,23,1,83,248,148,205,0,4,409
117,89,5,9047,0,0,23,1,123,282,89,631,0,9,411
910,171,4,4325,0,0,6,1,116,115,171,3326,0,18,411
939,30,1,506,1,0,7,0,91,193,30,917,0,1,409
592,75,13,19786,0,0,6,1,281,55,75,2223,0,13,409
110,202,8,18819,0,0,16,1,37,18,202,1785,0,13,409
1179,141,8,9242,1,0,6,1,95,186,141,661,0,9,409
716,47,1,6480,0,0,16,1,47,109,47,3695,0,1,417
804,117,13,18291,0,0,6,0,235,180,117,1957,0,13,409
776,138,4,18586,1,0,24,1,272,32,138,2015,0,11,409
919,108,8,1118,0,0,7,1,76,212,108,257,0,9,411
862,372,15,22611,1,0,6,1,27,90,372,2748,0,15,411
320,119,6,3426,1,0,23,1,195,242,119,3166,0,15,409
789,26,4,14952,1,0,6,0,3,5,26,1151,0,15,411
935,87,13,10829,0,0,8,0,17,161,87,900,0,13,409
363,28,4,3276,1,0,23,1,214,272,28,3143,0,4,417
57,50,5,531,0,0,23,1,258,110,50,160,0,10,409
590,142,6,24036,1,0,6,1,94,184,142,2657,0,2,409
338,209,7,3980,1,0,23,1,112,271,209,2975,0,4,411
1159,63,4,1036,1,0,6,1,152,121,63,243,0,4,409
132,31,4,8693,0,0,23,1,116,115,31,2017,0,4,411
857,75,13,6616,1,0,8,0,281,55,75,3718,0,13,409
485,33,9,8509,1,0,7,1,128,1,33,563,0,13,409
752,23,4,14527,0,0,24,1,238,167,23,1645,0,19,409
448,50,13,12472,1,0,6,0,258,110,50,750,0,13,409
988,141,8,14139,1,0,8,1,95,186,141,1380,0,9,409
1149,285,21,248,1,0,6,1,14,38,285,120,0,13,411
181,55,15,14751,1,0,23,1,180,219,55,1456,0,15,411
880,256,4,3813,1,0,8,0,148,123,256,3209,0,13,409
314,55,13,6329,1,0,7,0,180,219,55,3106,0,1,411
733,87,15,10986,0,0,24,1,17,161,87,924,0,15,409
627,131,17,23895,1,0,6,1,162,131,131,2623,0,2,409
128,69,9,11964,0,0,23,1,219,82,69,716,0,10,411
92,249,13,8012,0,0,23,1,268,261,249,484,0,10,400
698,117,15,5238,0,0,6,1,235,180,117,3469,0,15,409
1007,135,6,19160,1,0,6,0,198,235,135,2125,0,7,400
331,27,4,22738,0,0,23,0,151,120,27,2768,0,2,409
99,55,13,12771,0,0,23,1,180,219,55,783,0,9,411
605,146,4,4621,0,0,24,0,46,225,146,3379,0,11,411
667,168,4,21148,0,0,24,0,153,150,168,2467,0,11,409
1054,116,13,23414,1,0,6,0,58,20,116,2869,0,13,409
1164,142,4,1036,1,0,6,1,94,184,142,243,0,9,409
